Original Size;After White Spaces;After Numbers;After URLs;After Punctuation;After Javascript;After HTML
2272;2202;2183;2183;2161;2161;2161
3302;3208;3196;3052;3012;3012;2170
1288;1242;1227;1186;1163;1163;955
3141;2605;2593;2558;2551;2551;1244
3348;3174;3114;2339;2287;2287;567
9504;7123;7111;5453;5413;5413;1562
2666;2568;2548;2411;2374;2374;2335
3200;3109;3097;2951;2922;2922;2046
3578;3264;3233;2985;2971;2971;1542
3078;2541;2529;2494;2484;2484;1169
1558;1503;1491;1491;1470;1470;1441
21559;21156;21144;20294;20106;20106;15444
41157;32111;32061;23866;23642;23642;7914
3073;2968;2953;2822;2782;2782;2366
1529;1393;1381;1310;1226;1226;1191
1055;1000;984;984;922;922;887
3356;3255;3236;3105;3060;3060;2588
3078;2541;2529;2494;2484;2484;1169
3254;2939;2923;2816;2784;2784;1236
1695;1634;1618;1530;1513;1513;1287
41607;32336;32276;23918;23692;23692;7800
3355;3254;3231;3100;3060;3060;2584
6989;6601;6545;6545;6036;6036;5991
6957;6569;6513;6513;6004;6004;5961
2333;2179;2167;2007;1954;1954;1907
3192;3059;3047;2979;2909;2909;2870
3278;3185;3173;3029;2990;2990;2151
9810;9381;9341;7617;7539;7539;5467
5474;4475;4454;4278;4265;4265;1880
2378;2102;2083;1967;1956;1956;1278
5892;5520;5470;5470;5373;5373;5325
5269;4880;4863;4651;4626;4626;1600
7561;6861;6845;6683;6663;6663;1609
4779;4610;4566;4566;4507;4507;4459
7806;7375;7357;6668;6651;6651;2786
2850;2757;2745;2381;2358;2358;1478
3653;3415;3397;3397;3343;3343;3304
3619;3454;3402;3222;3160;3160;3075
1494;1440;1420;1331;1311;1311;1102
14390;12452;12430;11347;11260;11260;4053
40677;31619;31554;23350;23131;23131;7483
4790;4611;4557;4557;4500;4500;4449
2852;2753;2704;2607;2560;2560;2017
8828;8319;8303;5389;5371;5371;1971
2365;2295;2267;2267;2243;2243;2198
40665;31640;31540;23336;23115;23115;7470
8649;6784;6696;5701;5606;5606;4176
2567;2497;2469;2469;2445;2445;2397
2638;2541;2521;2384;2343;2343;2304
1477;1423;1403;1257;1240;1240;1024
3171;3080;3068;2924;2887;2887;2065
41089;32054;32012;23785;23555;23555;7964
5199;5068;5036;4961;4943;4943;2060
3270;3114;3092;2994;2961;2961;1587
3227;3134;3122;2978;2941;2941;2102
30894;30259;29819;29753;28393;28393;28391
1330;1270;1250;1221;1209;1209;1170
8140;7549;7470;7195;7157;7157;2629
30894;30259;29819;29753;28394;28394;28392
5076;4726;4696;4148;4089;4089;2889
2706;2560;2536;2259;2237;2237;1324
1965;1893;1875;1579;1550;1550;1034
1118;1065;1053;1011;999;999;962
11241;8892;8866;8607;8363;8363;2744
1064;966;953;863;853;853;814
6659;6253;6233;5186;5138;5138;2236
3090;2996;2976;2840;2800;2800;2287
1641;1558;1539;1445;1420;1420;1270
17896;15067;15026;11517;11427;11427;3416
1682;1602;1582;1348;1327;1327;1248
3503;3289;3262;2928;2906;2906;1128
7016;6331;6313;5959;5932;5932;2357
2855;2739;2720;2611;2573;2573;1442
6687;6280;6260;5213;5166;5166;2272
3256;3141;3120;2969;2839;2839;1558
1905;1784;1761;1761;1661;1661;1625
997;953;932;872;855;855;818
6241;5116;5092;4907;4851;4851;2426
3701;3602;3585;3364;3348;3348;1117
40594;31585;31502;23286;23075;23075;7469
3098;2562;2549;2500;2487;2487;1169
1539;1482;1469;1401;1274;1274;1227
1404;1354;1341;1293;1281;1281;905
2316;2188;2171;2171;2145;2145;2086
2487;2225;2182;1985;1958;1958;1649
3273;3182;3159;3049;3009;3009;2200
4359;3728;3715;3600;3577;3577;1439
2739;2663;2647;2018;1981;1981;1128
938;896;875;815;800;800;753
11337;10047;9955;9228;9113;9113;6719
1324;1268;1237;1177;1157;1157;1085
2775;2698;2682;2053;2014;2014;1160
40658;31649;31572;23352;23134;23134;7573
1617;1538;1525;1208;1189;1189;637
1702;1640;1627;1601;1568;1568;1525
5867;5361;5328;4179;4032;4032;1062
3461;3278;3265;3013;2912;2912;2874
1074;976;963;873;861;861;822
1626;1568;1545;1477;1350;1350;1302
5211;5054;5041;4903;4856;4856;3566
10520;9635;9542;9258;9115;9115;2985
40783;31726;31632;23406;23192;23192;7566
1450;1373;1360;1043;1033;1033;481
6987;6039;6004;5512;5437;5437;3920
8596;8368;8358;8296;8260;8260;8174
7449;7307;7297;7268;7222;7222;7124
8793;8610;8597;8371;8333;8333;8239
3744;3665;3646;3646;3624;3624;3590
1241;1204;1199;972;956;956;753
1863;1805;1782;1703;1675;1675;1474
1285;1233;1212;1109;1094;1094;1060
4531;4287;4273;4172;4071;4071;2573
377;363;354;354;342;342;252
1933;1820;1798;1692;1671;1671;973
4719;4206;4190;4007;3996;3996;1098
9280;9052;9014;7240;7180;7180;3321
2908;2795;2778;2778;2553;2553;2480
1872;1780;1764;1712;1672;1672;1599
7215;7006;6995;6444;6384;6384;1689
1032;989;966;906;882;882;775
5550;5035;4996;4079;3916;3916;782
3996;3822;3766;3651;3617;3617;3545
2636;2496;2487;2461;2369;2369;2296
11594;8872;8851;6184;6073;6073;1952
3937;3648;3613;3179;3041;3041;694
1299;1251;1236;1023;1017;1017;550
6078;5822;5736;5354;4562;4562;3901
6078;5822;5736;5354;4562;4562;3901
2569;2346;2335;2245;2162;2162;1980
3303;3042;3019;2695;2674;2674;1111
4726;4632;4626;4548;4516;4516;4481
4432;1416;1406;1242;1211;1211;886
1153;1111;1096;958;945;945;831
2774;2685;2671;2496;2462;2462;2104
12540;12034;11911;11911;11321;11321;11225
2008;1889;1870;1763;1746;1746;1525
3315;3193;3187;2906;2853;2853;1985
2227;1951;1935;1935;1911;1911;1847
3066;2942;2933;2745;2711;2711;1579
14113;12197;12131;11662;11498;11498;8287
3470;3354;3323;3127;3096;3096;1779
1379;1324;1316;1223;1199;1199;1088
3734;3102;3096;3020;2997;2997;1041
15791;13964;13883;13765;13682;13682;7649
2430;2141;2131;1788;1746;1746;1167
1389;1258;1252;1172;1091;1091;1057
3288;3152;3143;3143;3122;3122;909
3364;3208;3186;3035;3003;3003;1799
1538;1405;1399;1319;1230;1230;1141
11775;10319;10270;10071;9965;9965;5838
2771;2322;2262;2262;1421;1421;1268
3413;3206;3142;3142;3060;3060;2941
3664;3446;3362;3362;3266;3266;3133
2062;1976;1927;1863;1698;1698;1545
4534;4391;4321;4321;4255;4255;4081
1913;1839;1744;1744;1689;1689;1580
3879;2664;2584;2584;2482;2482;1833
16488;15899;15579;15579;14973;14973;14829
4546;4327;4258;4090;3986;3986;3813
2013;1903;1842;1759;1644;1644;1393
1868;1785;1733;1662;1608;1608;1502
2987;2112;2056;2056;1999;1999;1881
2716;1944;1902;1902;1855;1855;1719
2848;2239;2167;2167;1812;1812;1637
1992;1884;1808;1808;1737;1737;1590
3171;2771;2697;2697;2346;2346;2181
4492;4349;4289;4289;4223;4223;4055
5102;4653;4637;2792;2701;2701;917
4596;4302;4210;4136;3901;3901;3792
1893;1709;1703;1437;1422;1422;768
4341;4184;4074;4074;3985;3985;3822
4830;4732;4722;4681;4647;4647;4573
25770;24976;24856;24856;24243;24243;24161
1607;1530;1514;1281;1267;1267;508
7952;7789;7776;7776;7734;7734;7654
15992;14656;14628;14155;14074;14074;4799
1064;1008;987;908;840;840;806
1446;1375;1364;1285;1194;1194;1113
10493;9473;9440;6964;6847;6847;1748
3810;3635;3612;3324;3287;3287;2258
5733;5073;5067;4884;4833;4833;3441
11379;10213;10156;8830;8631;8631;1525
1887;1846;1824;1785;1764;1764;1645
39437;38539;38504;38358;38304;38304;36888
16000;14663;14625;14152;14072;14072;4797
4580;4290;4198;4124;3893;3893;3792
2009;1766;1724;1724;1656;1656;1558
2385;2249;2203;2156;2101;2101;1769
1540;1475;1440;1407;1366;1366;1222
2201;2079;2026;2026;1868;1868;1725
3524;2563;2441;2441;2371;2371;2253
4577;3312;3238;3238;2197;2197;2065
1583;1465;1421;1331;1292;1292;1174
7933;7735;7713;7558;7481;7481;7391
17675;17338;17264;17264;17184;17184;17104
3756;3579;3451;3451;2482;2482;2448
1802;1764;1752;1713;1692;1692;1572
2056;2011;1999;1960;1935;1935;1815
5973;5747;5733;5018;4960;4960;2260
2523;2440;2434;2242;2198;2198;1206
4213;4002;3978;3877;3790;3790;2287
15718;14387;14349;13864;13795;13795;4581
1556;1518;1509;1463;1448;1448;824
1056;960;952;862;850;850;777
2845;2769;2728;2668;2615;2615;2541
3098;2972;2960;2772;2740;2740;1622
1503;1446;1420;1356;1230;1230;1196
9534;9287;9281;2970;2953;2953;642
10479;9459;9426;6950;6837;6837;1680
2905;2713;2703;2392;2373;2373;1552
2110;2033;2027;1824;1767;1767;869
14841;14611;14551;14253;14168;14168;7542
4069;3882;3865;3690;3603;3603;3202
1388;1257;1251;1171;1090;1090;1056
11379;10213;10156;8830;8631;8631;1525
966;867;859;769;759;759;725
7815;7506;7487;7285;7252;7252;3175
1077;1018;990;911;846;846;812
11379;10213;10156;8830;8631;8631;1525
18361;17250;16999;16958;16279;16279;16196
973;904;895;875;821;821;673
601;577;551;512;500;500;367
1855;1757;1728;1728;1694;1694;1630
2398;2271;2242;2046;2017;2017;1953
2647;2585;2556;2556;2524;2524;2460
1577;1490;1461;1150;1116;1116;527
12192;11997;11912;11912;11521;11521;11335
12175;11987;11902;11902;11511;11511;11325
1086;1012;983;963;906;906;842
2330;2242;2190;2093;2065;2065;1445
2014;1935;1904;1825;1794;1794;1730
1979;1922;1890;1851;1824;1824;1760
6316;5679;5568;5226;4436;4436;3775
6045;5727;5616;5274;4482;4482;3788
3692;3463;3396;3313;3229;3229;2101
4260;4172;4146;3551;3524;3524;2270
1199;1096;1078;988;969;969;905
3278;3157;3119;3013;2972;2972;2144
1756;1693;1653;1589;1453;1453;1389
5639;4691;4665;4472;4397;4397;1363
1833;1712;1683;1683;1651;1651;1587
4911;4455;4412;4215;4194;4194;1427
20935;20488;20433;19988;19834;19834;18285
7265;7106;7082;6941;6906;6906;6828
8190;8043;8029;7955;7917;7917;7831
8192;8045;8035;7961;7922;7922;7836
11516;11188;11166;11027;10966;10966;10874
5890;4561;4535;4365;4335;4335;1639
1109;1072;1054;1054;1023;1023;959
49978;49056;49039;48980;48954;48954;47215
2110;2051;2019;2019;2002;2002;1968
3061;2997;2978;2978;2956;2956;2922
835;795;782;738;724;724;651
1736;1613;1608;1498;1446;1446;1255
1082;1030;1025;901;891;891;448
2848;2547;2531;1978;1966;1966;1180
3221;3115;3093;2886;2846;2846;2429
2560;2470;2445;2260;2225;2225;1042
5414;4472;4456;4263;4186;4186;1182
1627;1569;1553;1489;1356;1356;1202
1630;1572;1556;1492;1359;1359;1205
7920;7619;7610;7408;7366;7366;3197
1613;1555;1539;1475;1343;1343;1196
2341;2216;2197;2001;1976;1976;1892
2638;2470;2461;2212;2186;2186;1299
4225;3401;3392;2953;2931;2931;1064
1955;1885;1876;1680;1650;1650;1201
2341;2216;2197;2001;1976;1976;1892
2526;2448;2423;2238;2203;2203;1039
2341;2216;2197;2001;1976;1976;1892
3771;3579;3566;3398;3342;3342;3269
893;825;806;786;737;737;703
4626;4197;4174;3977;3965;3965;1189
2936;2848;2826;2720;2689;2689;1905
916;860;832;718;708;708;674
2569;2346;2335;2245;2162;2162;1980
4468;4202;4186;4049;4039;4039;929
5280;4767;4735;4483;4454;4454;1579
4286;4197;4168;4168;4136;4136;4072
6645;6517;6488;6488;6456;6456;6392
2568;2305;2276;2221;2201;2201;929
11799;9883;9731;9681;9629;9629;2038
2008;1864;1838;1802;1764;1764;1700
1403;1267;1242;1182;1160;1160;1096
4207;4059;4027;3691;3646;3646;3160
2904;2537;2470;2396;2344;2344;2280
1963;1837;1821;1737;1709;1709;1675
11731;9786;9634;9584;9542;9542;1964
5560;5094;5083;3018;2924;2924;1168
2077;1920;1914;1830;1795;1795;1647
2330;2205;2186;1990;1965;1965;1883
1654;1585;1576;1535;1496;1496;641
1297;1078;1053;1020;1004;1004;970
5979;5805;5790;5600;5515;5515;2236
10427;8676;8660;8552;8512;8512;1884
7313;5726;5714;5340;5306;5306;1679
10420;8669;8653;8545;8504;8504;1878
5255;4571;4559;4307;4286;4286;1440
27570;25364;25153;25129;25005;25005;5018
3262;2917;2898;2543;2531;2531;991
3162;2852;2843;2488;2470;2470;955
3707;3515;3502;3334;3281;3281;3208
4421;4158;4142;4005;3995;3995;885
3131;3027;2983;2983;2936;2936;2456
26177;18704;18626;17704;17600;17600;8733
17925;16987;16732;16691;16066;16066;15983
7114;6137;6131;5431;5367;5367;2005
6708;6555;6542;6449;6408;6408;6326
17883;17407;17351;17351;17266;17266;17182
7370;7192;7182;7104;6971;6971;6814
1714;1659;1639;1593;1576;1576;1542
2336;2246;2201;2104;2078;2078;1458
4229;4081;4049;3713;3666;3666;3180
4261;4112;4080;3744;3695;3695;3177
1060;1003;991;894;872;872;799
35260;33639;33495;29944;29459;29459;9105
4065;3862;3856;3725;3711;3711;858
5831;5373;5360;5242;5182;5182;1903
2138;1888;1869;1814;1808;1808;566
16591;16081;15828;15792;15251;15251;15187
1929;1811;1805;1721;1685;1685;1603
4687;3768;3731;3490;3462;3462;1357
2963;2858;2794;2794;2746;2746;2282
1779;1718;1685;1508;1484;1484;840
3996;3912;3883;3883;3849;3849;3785
16519;14489;14393;13853;13596;13596;10452
5873;4546;4520;4352;4324;4324;1628
1914;1853;1820;1769;1740;1740;1436
3297;3147;3128;3128;3099;3099;3035
2308;2054;2025;1970;1954;1954;682
5863;5657;5616;5460;5425;5425;1756
2308;2054;2025;1970;1954;1954;682
2624;2521;2492;2492;2460;2460;2396
2458;2318;2267;2161;2146;2146;2104
2989;2811;2763;2735;2698;2698;2656
8394;8021;7950;7281;7191;7191;6350
2099;2008;1975;1907;1884;1884;1842
4861;4673;4636;4245;4154;4154;2741
2721;2557;2524;1974;1941;1941;982
3383;3109;3070;2911;2874;2874;1333
6278;6032;5773;5713;5298;5298;4463
6354;6142;6081;5771;5686;5686;4852
7423;6827;6764;6152;6099;6099;2828
3872;3683;3644;3071;2947;2947;1848
1253;1134;1106;976;965;965;923
1206;1110;1078;1027;975;975;933
7030;6688;6619;6226;6048;6048;4462
1211;1121;1089;1036;980;980;938
11922;11500;11289;10873;9280;9280;8226
11914;11491;11280;10866;9273;9273;8219
1733;1654;1621;1523;1396;1396;1354
8013;7059;7015;6610;6393;6393;2939
1443;1365;1331;1216;1143;1143;1101
4565;4309;4252;3779;3731;3731;2419
586;551;523;498;490;490;448
3402;3127;3088;2926;2889;2889;1348
14233;12152;12090;11849;11769;11769;4120
2491;2403;2358;2329;2306;2306;2264
11475;10002;9933;8332;7977;7977;3663
2202;2058;2029;1913;1880;1880;1838
2904;2537;2470;2396;2344;2344;2280
2584;2479;2450;2365;2301;2301;2259
6163;4092;4046;3958;3927;3927;1643
2016;1933;1894;1750;1712;1712;1063
6006;5755;5706;5481;5377;5377;4226
1520;1441;1402;1297;1280;1280;1058
6163;4092;4046;3958;3927;3927;1643
10479;9459;9426;6950;6837;6837;1680
1655;1568;1555;1527;1490;1490;1426
4188;3417;3405;3170;3137;3137;1140
4857;4382;4369;3771;3750;3750;2468
2110;2051;2019;2019;2002;2002;1968
1472;1424;1399;1307;1282;1282;1202
2031;1802;1793;1742;1731;1731;538
7114;6137;6131;5431;5367;5367;2005
3275;3076;3057;3025;2983;2983;1527
4852;4378;4365;3767;3747;3747;2465
17790;17152;17024;17024;16381;16381;16224
5717;5057;5051;4868;4820;4820;3429
4729;4258;4235;3637;3617;3617;2374
2807;2692;2665;2665;2448;2448;2414
17674;17039;16921;16921;16281;16281;16151
4709;4238;4215;3617;3599;3599;2356
1;1;1;1;1;1;1
2348;2223;2204;2008;1981;1981;1895
1284;1142;1127;1037;1016;1016;952
2051;1965;1909;1863;1838;1838;1774
3545;3354;3321;2986;2921;2921;2171
7390;7195;7183;6659;6609;6609;1423
2735;2602;2581;2581;2516;2516;2081
1579;1471;1465;1379;1367;1367;550
3012;2897;2884;2820;2776;2776;2703
2341;2216;2197;2001;1976;1976;1892
4722;3854;3827;3586;3557;3557;1444
907;861;846;799;785;785;637
839;812;793;754;740;740;672
3964;3856;3838;3838;3810;3810;3776
7646;6919;6913;5973;5932;5932;1731
2083;2001;1972;1891;1848;1848;1784
2537;2367;2318;2272;2223;2223;2159
3950;3767;3624;3624;2645;2645;2581
4165;4025;3993;3725;3458;3458;1197
1542;1427;1405;1273;1244;1244;1180
2362;2279;2230;2230;2203;2203;2139
41083;18102;18028;17983;17878;17878;7225
2359;2282;2233;2233;2206;2206;2142
9678;9481;9444;9180;9121;9121;2338
1361;1235;1220;1220;1191;1191;1127
10651;8806;8661;8598;8541;8541;1838
6377;6093;6042;5755;5714;5714;2265
11836;9602;9524;8256;8156;8156;2815
14557;12363;12304;8825;8654;8654;1864
3829;3632;3609;3441;3383;3383;3319
1974;1886;1863;1863;1709;1709;1646
1773;1516;1493;1460;1432;1432;1359
981;937;932;774;749;749;714
2655;2381;2356;2203;2168;2168;1043
35904;30459;30390;21543;21316;21316;9380
1936;1840;1834;1834;1817;1817;1781
3012;2896;2883;2819;2776;2776;2703
1309;1231;1216;885;880;880;340
40896;17923;17839;17794;17698;17698;7045
2904;2537;2470;2396;2344;2344;2280
11798;10831;10808;10709;10650;10650;3549
2341;2216;2197;2001;1976;1976;1892
1361;1235;1220;1220;1191;1191;1127
6570;5201;5185;5044;4992;4992;3484
1282;1233;1215;1127;1097;1097;1017
10635;8790;8645;8582;8527;8527;1824
10641;8796;8651;8588;8539;8539;1836
5943;4614;4598;4430;4403;4403;1698
10549;8706;8561;8498;8455;8455;1736
6909;6610;6588;6398;6248;6248;2978
3106;3040;3022;2934;2909;2909;1955
2011;1934;1925;1844;1807;1807;1734
5645;5471;5439;5283;5258;5258;1619
11836;10868;10845;10746;10686;10686;3586
1443;1365;1331;1216;1143;1143;1101
4870;4502;4463;4336;4283;4283;2592
7772;7533;7470;7171;6918;6918;4788
974;898;873;826;809;809;745
10172;9247;9217;9217;9160;9160;2495
5852;4570;4544;4376;4347;4347;1651
5667;5459;5381;4809;4508;4508;3404
4687;3768;3731;3490;3462;3462;1357
3405;3252;3210;3055;3009;3009;1773
1110;1057;1032;873;848;848;581
15851;14516;14475;13990;13907;13907;4663
2892;2526;2465;2391;2335;2335;2234
3537;3183;3151;3085;2963;2963;1284
3013;2478;2458;2409;2393;2393;1059
2810;2629;2604;2331;2305;2305;1514
1143;1044;1021;931;913;913;849
1172;1073;1050;960;941;941;877
4719;3799;3751;3510;3482;3482;1340
1986;1901;1867;1788;1740;1740;1509
1636;1567;1557;1522;1493;1493;857
2516;2453;2453;2410;2319;2319;2219
1360;1242;1242;964;955;955;298
4013;1351;1347;1183;1154;1154;829
12238;11380;11370;11259;11232;11232;8538
1638;1512;1512;1512;1487;1487;1421
917;822;809;719;710;710;676
2876;2735;2729;2573;2549;2549;1389
1796;1740;1723;1644;1616;1616;1415
1716;1630;1624;1602;1578;1578;1544
2090;2030;2004;2004;1987;1987;1953
1902;1828;1825;1744;1708;1708;1635
3042;2917;2911;2718;2683;2683;1550
6188;5520;5517;5378;5327;5327;3599
3943;3742;3702;3210;3129;3129;3053
2566;2277;2250;2023;2002;2002;834
11839;10706;10606;9386;9260;9260;4354
6604;6420;6380;6269;6219;6219;4554
62622;61670;61611;61089;61050;61050;59379
2480;2441;2432;2281;2232;2232;2159
63220;62126;62070;61560;61507;61507;59823
7381;5892;5863;5722;5676;5676;3780
4160;4048;4029;4029;3989;3989;3924
2425;2334;2308;2021;1957;1957;1370
3115;3021;2958;2911;2590;2590;2268
12036;9260;9217;9006;8743;8743;2989
1735;1614;1569;1537;1521;1521;620
1035;981;945;921;896;896;832
5492;4015;3904;3904;3828;3828;3691
3228;3108;3065;2959;2924;2924;2096
1124;1061;1023;909;889;889;825
957;897;872;825;808;808;744
1696;1568;1543;1497;1479;1479;1197
1703;1565;1543;1456;1360;1360;1233
1407;1279;1263;1034;1029;1029;362
6922;4240;4224;4047;4024;4024;1074
2919;2831;2805;2699;2678;2678;1894
5914;3873;3844;3756;3737;3737;1512
13319;11479;11454;11356;11287;11287;3737
15332;12359;12307;11826;11308;11308;5746
9824;9537;9492;9059;8876;8876;5259
3270;3120;3073;2855;2814;2814;2151
10230;9675;9633;9194;9078;9078;7356
1443;1365;1331;1216;1143;1143;1101
7846;7604;7537;7234;7017;7017;4887
8656;7965;7918;7375;7315;7315;5431
785;731;703;639;628;628;586
5672;5137;5091;4895;4832;4832;2567
3707;3506;3470;3191;3135;3135;1750
8320;7969;7852;7820;6871;6871;6829
1853;1760;1731;1677;1643;1643;1601
990;931;891;834;823;823;781
2275;2154;2129;1943;1912;1912;984
2769;2656;2622;2459;2431;2431;1332
4739;4621;4587;4296;4187;4187;2271
2904;2537;2470;2396;2344;2344;2280
10314;9758;9722;9264;9150;9150;7416
10314;9758;9722;9264;9150;9150;7416
12892;9932;9875;9626;9371;9371;3479
1363;1262;1234;1125;1108;1108;1066
1566;1526;1493;1426;1389;1389;1325
4568;3513;3483;3275;3223;3223;1723
1298;1156;1141;1051;1028;1028;964
1460;1383;1344;1249;1219;1219;1064
2079;1935;1900;1853;1791;1791;890
10832;8861;8743;8680;8635;8635;1790
21484;21119;21099;21099;21077;21077;21043
1538;1445;1416;1384;1378;1378;507
4293;4186;4116;4116;4059;4059;3980
957;913;887;863;843;843;760
1987;1882;1862;1748;1733;1733;833
2046;2002;1983;1904;1880;1880;1268
6282;5612;5603;5464;5415;5415;3665
2164;2054;2045;2045;1908;1908;1835
5569;4037;4018;3335;3316;3316;1431
11096;9119;8981;8918;8860;8860;1949
13237;12330;12309;11399;11340;11340;3044
11024;9049;8921;8858;8797;8797;1925
21677;21248;21218;21218;21188;21188;21127
4647;3728;3691;3450;3424;3424;1322
9358;8168;8126;7174;7029;7029;2617
2745;2680;2661;2291;2263;2263;1061
833;803;774;774;755;755;694
1746;1683;1647;1585;1449;1449;1388
4618;4081;4048;3791;3761;3761;2491
6099;4054;4015;3927;3893;3893;1641
4174;3489;3456;3409;3379;3379;1287
4656;3737;3700;3459;3431;3431;1329
11126;9149;9011;8948;8881;8881;1963
1913;1852;1819;1768;1732;1732;1431
1057;995;967;853;833;833;772
12338;11974;11874;11874;11498;11498;11437
3209;3089;3046;2940;2903;2903;2078
4656;3737;3700;3459;3431;3431;1329
21727;21306;21276;21276;21246;21246;21185
1233;1131;1098;1008;990;990;929
1702;1584;1546;1450;1422;1422;1306
11097;9118;8980;8917;8853;8853;1981
1029;975;935;911;887;887;826
1891;1799;1783;1731;1692;1692;1619
1186;1142;1124;858;850;850;374
5309;5033;5013;4871;4845;4845;1777
5914;3873;3844;3756;3737;3737;1512
4181;3183;3163;2888;2847;2847;1433
4652;4461;4447;3296;3245;3245;2350
2221;2162;2140;2140;2117;2117;1972
3218;3058;3039;2960;2876;2876;2265
